no_of_posts,following,followers,bio_len,picture,link,caption_len,caption_per,non_image,engage_like,engage_comm,location_tag_per,avg_hashtag_count,promotion_key,follower_key,cosine_similarity,post_interval,class
41,36,227,67,1,1,271,0.111111112,0.222000003,50,2.930000067,0,4.388999939,0,0,0.037138999,392.4836731,a
65,829,589,54,1,0,1,0.833333314,0,4.389999867,0.050000001,0,0,0,0,0.692809999,26.62529373,a
85,484,3000,0,1,1,118,0.333333343,0.388999999,2.769999981,0.02,0.277999997,0,0,0,0.139294997,961.9251099,a
295,6100,1500,0,1,0,240,0,0.810000002,0.639999986,0.029999999,0,1.618999958,0,0.381000012,0.113756001,148.582962,s
183,1100,7500,39,1,1,205,0,0.166999996,10.89999962,0.449999988,0.166999996,2.388999939,0.555999994,0.111000001,0.027184,690.8620606,s
35,1000,4800,0,1,0,25,0.333333343,0,5.010000229,0.180000007,0,0,0,0,0.135024995,387.5602722,a
18,654,5100,26,1,0,6,0.777777791,0.111000001,3.859999895,0.079999998,0,0,0,0.056000002,0.59623301,216.2098236,s
109,62,350,0,1,0,496,0,0.056000002,12.63000011,0.810000002,0,0.277999997,0.611000001,0.166999996,0.093059003,468.3145142,s
396,931,2300,45,1,1,88,0.277777791,0.444000006,1.720000029,0.100000002,0.111000001,0.222000003,0,0,0.078575,232.6466827,a
7,100,746,85,1,0,437,0,0,4.570000172,0.140000001,0,0,0,0,0.239555001,21.37341309,s
0,7,39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
1,1000,2300,43,1,0,29,0,1,9.5,2.400000095,0,0,0,0,0,0,i
1,33,36,0,1,0,839,0,0,6.059999943,0,0,2,5,1,0,0,s
17,106,543,0,1,0,357,0.705882371,0.059,9.819999695,0,0,0.059,0.824000001,0,0.53459698,6.638823986,s
53,108,1000,29,1,0,17,0,0.277999997,13.52999973,0.769999981,1,0,0,0,0.00842,622.3154907,a
103,272,578,0,1,0,66,0.333333343,0.056000002,3.369999886,0.100000002,0.111000001,0.222000003,0,0.277999997,0.116626002,274.2075806,s
88,731,6000,117,1,0,288,0,0.166999996,3.019999981,0.119999997,0.833000004,0.833000004,0.056000002,0,0.043269999,705.0597534,a
87,795,1500,3,1,0,732,0,0.111000001,0.660000026,0.129999995,0,0.111000001,0.277999997,0.111000001,0.167404994,142.8493042,a
52,1100,1400,75,1,1,384,0.166666672,0.333000004,2.890000105,0.270000011,0,0.056000002,0.056000002,0,0.084469996,330.9874268,a
172,393,4000,58,1,0,25,0.333333343,0.222000003,7.71999979,0.49000001,0.056000002,0.111000001,0.166999996,0,0.162084997,360.1309509,a
58,1300,7500,32,1,1,11,0.342857152,0.114,2.160000086,0.059999999,0.143000007,0.086000003,0,0,0.118520998,417.5469055,a
54,502,1600,0,1,0,59,0.055555556,0.611000001,3.400000095,0.059999999,0,0,0,0,0.060842,50.71479797,a
3,285,221,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
0,328,7500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
13,54,282,0,1,0,2,0.846153855,0,5.269999981,0.140000001,0.153999999,0,0,0,0.705128014,22.54359055,a
71,70,404,149,1,1,223,0,0.444000006,16.82999992,1.110000014,0,2.167000055,0,0,0.023213999,251.8613281,a
12,312,794,0,1,0,74,0,0.25,13.97000027,2,0.166999996,0,0,0.082999997,0.006878,1538.540405,a
65,220,2300,35,1,0,90,0.055555556,0.222000003,14.36999989,0.629999995,0.333000004,0.555999994,0,0,0.008208,714.4503784,a
173,376,1700,28,1,0,179,0,0.722000003,15.36999989,0.560000002,0.777999997,0.555999994,0,0.056000002,0.024017001,300.4120789,a
9,277,1000,0,1,0,19,0.222222224,0,8.380000114,0.239999995,0,0,0,0,0.082709,132.7415772,i
311,265,601,136,1,1,705,0,0,4.949999809,0.189999998,0,0.5,0,0,0.181738004,112.1666794,a
105,858,5500,0,1,0,0,1,0,0.419999987,0.01,0,0,0,0,1,1.77086401,s
4,403,2000,117,1,0,126,0,0.25,8.930000305,0.059999999,0.25,0.25,0,0,0.025649,919.3922119,a
2,17,169,0,1,0,174,0.5,0,170.5899963,2.940000057,0,0.5,0.5,0,0,0.230416998,s
13,120,1300,0,1,0,4,0.846153855,0,11.98999977,0.189999998,0.846000016,0,0,0,0.705128014,6.732264996,s
3,104,118,0,1,0,0,1,0,2.880000114,0,0,0,0,0,1,0.100832999,i
303,692,2800,96,1,0,1,0.944444418,0.277999997,1.169999957,0,0.166999996,0,0,0,0.888889015,70.04407501,a
16,2000,7300,146,1,0,7,0.6875,0.375,2.150000095,0.07,0.25,0,0,0,0.458332986,154.6830139,s
10,30,151,148,0,0,66,0,0,16,1,0,0,0,0,0.073440999,17.91130638,a
40,249,917,0,1,0,86,0.222222224,0.277999997,7.920000076,0.25,0.056000002,0,0,0,0.055231001,1253.229981,a
221,955,2400,0,1,0,723,0,0,0.959999979,0.100000002,0,0.222000003,0.555999994,0,0.238343,159.9802856,s
67,416,1200,174,1,0,29,0.277777791,0.111000001,5.940000057,0.330000013,0,0,0,0,0.084128998,248.061615,a
1,2200,7500,0,0,0,0,1,0,12.05000019,0.860000014,0,0,0,0,0,0,i
95,283,1100,0,1,0,38,0.333333343,0.5,1.879999995,0.059999999,0.277999997,0.056000002,0,0,0.105497003,91.04885864,a
27,238,1000,0,1,0,36,0.166666672,0,6.230000019,0.419999987,0.777999997,0,0,0,0.043559,1012.363525,a
24,162,290,23,1,0,39,0.055555556,0.111000001,8.949999809,0.310000002,0,0,0,0,0.005288,666.2052002,a
10,66,196,139,1,0,203,0,0,21.8199997,0.910000026,0,0.899999976,0,0.5,0.978676975,165.7292481,s
4,379,1200,8,1,0,13,0.25,0.25,16.75,1.519999981,0,0,0,0,0,2825.984375,a
29,1300,7500,0,1,0,32,0.111111112,0.444000006,5.75,0.800000012,0.222000003,0.111000001,0,0,0.020148,790.920166,a
22,1200,4800,0,1,0,19,0.666666687,0.056000002,4.489999771,0.419999987,0,0,0,0,0.448844999,331.2333984,s
34,159,740,0,1,0,1,0.944444418,0,10.10000038,0.589999974,0,0,0,0,0.888889015,124.7296448,a
4,60,238,0,1,0,0,1,0,7.079999924,0,0,0,0,0,1,3.159791946,i
5,41,104,0,1,0,12,0.200000003,0.800000012,27.79999924,0.980000019,0,0,0,0,0,64.94850159,i
1,48,141,0,1,0,0,1,0,14.57999992,0,0,0,0,0,0,0,i
364,2000,4400,66,1,0,437,0,0,0.670000017,0.02,0,0.388999999,0.333000004,0,0.838257015,0.111574002,s
59,178,974,0,1,0,2,0.888888896,0.111000001,6.929999828,0.25,0.056000002,0,0,0,0.784313977,65.47237396,a
213,355,1400,59,1,0,45,0.111111112,0,2.579999924,5.510000229,0,0.222000003,0.777999997,0,0.146041006,2.086065054,s
135,102,1100,96,1,0,5,0.611111105,0.166999996,8.659999847,0.270000011,0,0,0,0,0.295863986,4.030910015,s
31,284,95,0,1,0,123,0.166666672,0,1.080000043,0.02,0.056000002,0,0,0,0.179675996,503.7146912,a
148,229,1400,105,1,0,67,0.611111105,0,9,0.360000014,0.333000004,0.333000004,0,0,0.457516015,114.699028,s
2,73,167,0,1,0,0,1,0,12.32999992,0,0,0,0,0,1,50.77194214,i
126,1400,7200,107,1,0,23,0.055555556,0.277999997,3.619999886,0.200000003,0.166999996,0,0,0.056000002,0.068851002,1017.065796,a
174,254,952,0,1,0,4,0.944444418,0.111000001,9.270000458,0.039999999,0,0,0,0.056000002,0.888889015,90.63407135,a
0,15,177,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
19,775,2200,0,1,0,0,1,0.056000002,2.24000001,0.090000004,0,0,0,0,1,1676.951904,a
595,105,689,61,1,0,104,0.111111112,0,5.239999771,0.050000001,0.555999994,0,0,0,0.123331003,2.525957108,s
13,122,646,40,1,0,73,0,0.077,7.760000229,0.689999998,0.077,1,0,0,0.008697,2231.022461,a
175,147,1500,160,1,1,407,0.055555556,0,4.199999809,0.340000004,0.111000001,0,0.111000001,0.166999996,0.038259,138.9332275,a
22,137,980,0,1,0,17,0.666666687,0.111000001,6.53000021,0.119999997,0,0,0,0,0.435550988,96.72606659,s
159,301,2100,35,1,0,20,0.444444448,0.111000001,7.699999809,0.589999974,0,0.111000001,0,0.056000002,0.192120001,16.30361176,a
48,632,2300,8,1,0,1,0.944444418,0,2.720000029,0.059999999,0,0,0,0,0.888889015,186.822525,a
2500,2500,7400,113,1,1,811,0,0,0.540000022,0.02,0.944000006,1.667000055,0.056000002,0,0.999008,4.964274883,s
9,106,587,0,1,1,456,0.111111112,0.333000004,10.38000011,0.209999993,0,1.777999997,0.888999999,0.222000003,0.085133001,1934.533447,s
998,1600,3300,109,1,0,1036,0,0.166999996,0.600000024,0.140000001,0,0.222000003,0,0.056000002,0.179710999,30.80296326,a
741,2600,7500,0,1,0,61,0.055555556,0.833000004,1.029999971,0.02,0,0.333000004,0.277999997,0.277999997,0.051532,58.55583191,s
31,255,2100,0,1,0,1,0.944444418,0,4.510000229,0.150000006,0.056000002,0,0,0,0.888889015,1125.541748,a
13,53,192,139,1,0,10,0.538461566,0,11.18000031,0.150000006,0,0,0,0,0.269230992,236.6731415,s
53,318,850,0,1,0,188,0.555555582,0,8.699999809,0.239999995,0,0.166999996,0.388999999,0.111000001,0.303424001,28.37260819,s
31,647,2700,10,1,0,15,0.166666672,0.222000003,6.03000021,0.310000002,0,0.222000003,0,0,0.011438,223.7540741,a
29,91,327,0,1,0,3,0.722222209,0.611000001,12.44999981,0.180000007,0,0,0,0,0.514425993,21.34688377,a
105,165,600,0,1,0,13,0.444444448,0.111000001,19.09000015,0.439999998,0,0.222000003,0,0,0.189101994,88.87740326,a
55,1000,4100,52,1,0,42,0.166666672,0.444000006,5.110000134,0.469999999,0.277999997,0.777999997,0,0.166999996,0.0036,288.9029846,a
5,203,348,0,1,0,36,0.200000003,0,7.389999867,0.100000002,0,0,0,0,0.064944997,3217.631592,i
69,617,4100,37,1,0,0,0,0,0,0,0,0,0,0,1,0,s
80,1100,4500,72,1,0,25,0.555555582,0.444000006,3.220000029,0.230000004,0,0,0,0,0.300020993,413.7055969,s
0,303,1500,24,1,0,0,0,0,0,0,0,0,0,0,1,0,i
1,227,451,0,1,0,0,1,0,19.37999916,0,0,0,0,0,0,0,i
61,101,354,0,1,0,9,0.555555582,0.444000006,4.730000019,0.660000026,0.333000004,0,0,0,0.295751989,664.3838501,s
3,388,3100,97,1,0,34,0,0,9.020000458,1.289999962,0,1,0,0.666999996,0.062994003,394.3537903,s
28,256,1100,0,1,0,15,0.388888896,0.166999996,7.699999809,0.150000006,0,0,0,0,0.138448,174.5384369,a
1100,699,1600,65,1,0,534,0,0.111000001,1.75,1.059999943,0,0.056000002,0.056000002,0,0.088685997,97.71938324,a
28,1500,4400,8,1,0,25,0.166666672,0.555999994,4.860000134,0.07,0.833000004,0.388999999,0,0,0.028729999,393.0169983,a
2,2100,7500,0,1,0,16,0.5,0,11.88000011,0.569999993,0.5,0,0,0,0,10997.80273,i
650,292,1000,0,1,0,599,0,0.111000001,2.759999991,0.189999998,0,0.666999996,0.944000006,0.111000001,0.124713004,258.6875,s
2,132,187,58,1,1,488,0,0,7.579999924,0,0,3,0,0,0.552268982,0.120555997,s
72,606,2000,0,1,1,378,0.055555556,0.666999996,1.320000053,0.059999999,0,1.055999994,0.056000002,0,0.110234,154.4589844,a
104,246,232,0,1,0,49,0.777777791,0.111000001,4.130000114,0.230000004,0,0.166999996,0,0,0.595781028,185.0873871,s
27,313,330,0,1,0,150,0.166666672,0.277999997,1.860000014,0.07,0.777999997,0,0,0,0.157958999,26.39387322,a
1400,1400,1100,88,1,0,87,0.055555556,0.555999994,4.269999981,0.109999999,0.056000002,0.277999997,0.111000001,0,0.029398,54.58631134,a
361,1600,7400,77,1,1,515,0.055555556,0.056000002,1.559999943,0.109999999,0.666999996,0,0,0.056000002,0.459215999,390.8420105,s
94,460,1900,165,1,0,50,0.111111112,0.277999997,2.609999895,0.059999999,0,0,0,0,0.062922001,206.1852875,a
103,213,660,0,1,0,477,0,0.222000003,3.420000076,0.050000001,0,0,0,0,0.096349001,105.4218216,a
67,419,1900,0,1,0,632,0,0.111000001,6.800000191,0.150000006,0,0.222000003,0.111000001,0,0.171330005,456.6227112,a
4,88,561,0,1,0,24,0.25,0.25,35.22999954,0.850000024,0,0,0,0,0,77.20048523,i
5,110,258,0,1,0,157,0.400000006,0,3.269999981,0.910000026,0,2.200000048,0.200000003,0,0.097147003,923.607666,i
1100,1000,1600,166,1,0,211,0,0.222000003,0.589999974,0.02,0.5,0.833000004,0,0,0.023776,29.69330216,a
0,335,3100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
43,98,748,18,1,0,6,0.777777791,0.111000001,15.93000031,0.620000005,0.056000002,0,0,0,0.594771028,15.37714481,s
1300,704,2500,12,1,0,759,0,0.056000002,1.559999943,0.119999997,0,1.055999994,0.833000004,0.111000001,0.193239003,3.174752951,s
93,568,3500,0,1,0,7,0.666666687,0,7.739999771,0.319999993,0,0.056000002,0,0,0.437907994,305.3832092,s
1,82,422,24,1,0,29,0,0,51.22000122,12.19999981,0,0,0,0,0,0,i
4,263,700,0,1,0,43,0.25,0,7.699999809,0.289999992,0,0,0,0,0,78.41208649,i
646,824,988,80,1,0,723,0,0.056000002,0.870000005,0.050000001,0.777999997,1.389000058,0.666999996,0.222000003,0.134673998,20.19009209,s
7,792,3700,26,1,1,193,0,0,73.37999725,1.259999991,0,4.856999874,0,5.714000225,0.149649993,758.9620361,s
27,957,1100,122,1,0,101,0.5,0,3.630000114,0.159999996,0,0.056000002,0,0.166999996,0.346718013,1.677546024,s
1700,3000,4400,98,1,0,568,0.111111112,0.388999999,1.169999957,0.02,0,0.056000002,0.333000004,0.222000003,0.128092006,17.6476078,s
74,920,5300,145,1,1,144,0.055555556,0.056000002,4.21999979,0.409999996,0.277999997,0.333000004,0.166999996,0.111000001,0.033824999,82.4679184,a
50,493,2800,0,1,0,0,1,0.056000002,12.14999962,0.349999994,0.444000006,0,0,0,1,95.92203522,a
83,54,121,0,1,0,4,0.944444418,0,14.81000042,0,0,0,0,0,0.888889015,69.11930847,a
170,839,5100,118,1,1,134,0.085714288,0.456999987,8.140000343,0.219999999,0.828999996,0.086000003,0,0,0.038605001,150.8646393,a
143,303,1800,138,1,0,85,0,0.388999999,6,0.129999995,0.056000002,0,0,0,0.192038998,277.7444153,a
197,4600,1800,147,1,0,285,0.222222224,0.222000003,0.170000002,0.01,0,1,0,0,0.284482002,1186.298096,s
60,57,343,75,1,0,17,0.5,0,18.42000008,0.879999995,0,0,0,0.056000002,0.237999007,47.16132736,s
346,141,97,20,1,0,36,0.111111112,0.722000003,3.430000067,0.509999991,0.111000001,0.333000004,0,0,0.014704,109.0618362,a
11,135,734,0,1,0,0,1,0,21.35000038,0.879999995,0,0,0,0,1,0.251767993,s
510,1000,743,67,1,0,73,0.111111112,0.888999999,2.029999971,0.039999999,0.277999997,0,0.111000001,0,0.010135,79.14592743,a
16,38,113,44,1,0,449,0.0625,0.125,10.52999973,0.159999996,0,0.563000023,0.063000001,0,0.047456,201.2099457,a
3,22,403,0,1,0,992,0,0,125.7600021,12.11999989,0,0,1.667000055,0.333000004,0.100266002,1671.163452,s
196,702,773,0,1,0,260,0.111111112,0,2.349999905,0.409999996,0.111000001,0.056000002,0,0,0.092895001,79.80714417,a
45,949,1500,41,1,0,22,0.111111112,0.056000002,4.070000172,0.140000001,0.111000001,1,0,0,0.041214,335.0248413,a
48,222,2600,0,1,0,83,0.222222224,0.056000002,12.31000042,0.980000019,0,0,0,0,0.081090003,173.5511932,a
126,195,832,176,1,1,488,0,0.166999996,7.71999979,0.370000005,0.888999999,0.833000004,0,0,0.503605008,563.1446533,s
36,260,1200,119,1,0,13,0.555555582,0,4.71999979,0.600000024,0,0,0,0,0.309442014,796.1092529,s
0,45,65,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
285,1600,7500,92,1,0,188,0.166666672,0,0.649999976,0.079999998,0.333000004,0.833000004,0,0,0.286623001,174.838974,s
30,175,521,137,1,0,477,0.222222224,0.056000002,7.329999924,0.100000002,0.277999997,0.666999996,0.111000001,0,0.154414997,84.96114349,a
6,67,43,11,1,0,192,0,0,4.480000019,0,0,1.167000055,1.167000055,0.333000004,0.113086999,1784.426636,s
6,62,197,31,1,0,74,0,0.166999996,5.380000114,0.270000011,0,0.333000004,0,0,0.253598988,103.7682419,s
62,445,1200,0,1,0,3,0.833333314,0,1.539999962,0.01,0,0,0,0,0.688161016,252.2423859,a
21,164,411,7,1,0,31,0.222222224,0,5.010000229,0.100000002,0.111000001,0.333000004,0,0,0.095435001,963.8676148,a
68,1500,7100,150,1,1,1,0.944444418,0.666999996,3.099999905,0.090000004,0,0,0,0,0.888889015,18.91197586,a
4,28,134,134,1,0,15,0,0.25,16.0699997,9.819999695,0,0,0,0,0.310301006,0.026875,s
52,195,1500,0,1,0,138,0.055555556,0,9,0.800000012,0,0,0,0.166999996,0.138530001,6.185139179,s
11,416,1500,50,1,0,13,0.454545468,0.545000017,0.550000012,0,0,0,0.090999998,0.181999996,0.189949006,1880.128052,a
9,134,248,32,1,0,4,0.666666687,0.222000003,15.34000015,4.059999943,0.333000004,0,0,0,0.416667014,233.4596558,i
0,68,236,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
647,3300,3400,90,1,0,200,0.166666672,0.388999999,1.600000024,0.469999999,0.444000006,0.056000002,0.056000002,0,0.051291999,176.9281769,a
525,699,5500,45,1,0,10,0.388888896,0.166999996,6.190000057,0.090000004,0.944000006,0.111000001,0,0,0.074996002,198.213028,a
5,55,389,12,1,0,25,0.200000003,0.400000006,21.09000015,7.269999981,0,0,0,0.400000006,0.01291,72.07711029,s
35,416,2800,0,1,0,19,0.166666672,0.888999999,4.090000153,0.079999998,0,0,0,0,0.039857999,250.0282593,a
3,666,5100,33,0,0,8,0.333333343,0.333000004,29.87999916,0.850000024,1,0,0,0,0,887.7836914,i
12,68,273,0,1,0,7,0.75,0.666999996,9.56000042,0.49000001,0,0,0,0,0.548220992,188.5597229,s
93,241,722,152,1,0,38,0.388888896,0.444000006,7.28000021,0.899999976,0.056000002,0.111000001,0.111000001,0.111000001,0.149507999,181.5002136,a
8,35,80,0,1,0,0,1,0,13.21000004,0.360000014,0,0,0,0,1,0.161806002,i
63,505,3900,0,1,0,20,0.833333314,0,12.10999966,0.439999998,0,0,0,0,0.686275005,9.726018906,s
80,206,511,7,1,0,80,0.555555582,0.222000003,2.450000048,0.159999996,0.056000002,0,0,0,0.298909992,633.3469849,s
1,585,309,0,1,0,0,1,0,9.06000042,1.539999962,0,0,0,0,0,0,i
6,1100,787,0,1,0,53,0.333333343,0.5,2.970000029,0.050000001,0,0.833000004,0,0,0.090236999,1236.421997,i
445,1100,2500,99,1,0,410,0,0.277999997,2.609999895,0.300000012,0,0.111000001,0.277999997,0,0.049400002,581.9107666,a
25,139,952,9,1,0,19,0.277777791,0.056000002,6.550000191,0.200000003,0,0,0,0,0.067538001,289.1986084,a
6,153,974,134,1,0,67,0,0,23.53000069,0.759999991,0,0,0,0,0.038431998,2281.836426,a
126,159,358,29,1,0,1569,0.055555556,0,0.379999995,0.029999999,0,0.111000001,0.333000004,0.111000001,0.784313977,15.55248547,s
1900,484,1200,0,1,0,883,0,0.111000001,0.340000004,0.02,0,1.167000055,1.555999994,0.222000003,0.275279999,4.996003151,s
261,927,3900,152,1,1,66,0.5,0,1.710000038,0.079999998,0.056000002,0.888999999,0,0,0.334482998,20.75705147,s
10,65,391,162,1,0,0,0,0,0,0,0,0,0,0,1,0,i
188,546,1100,49,1,1,658,0,0.111000001,2.460000038,0.529999971,0,0.056000002,0,0,0.103179999,79.19569397,a
75,434,2500,0,1,0,28,0.166666672,0.333000004,8.090000153,0.579999983,0.056000002,0,0,0,0.030274,678.2694702,a
11,147,187,0,1,0,531,0.272727281,0.090999998,3.900000095,0.119999997,0,0.363999993,0.363999993,0.181999996,0.122709997,1407.069458,s
54,343,2600,31,1,1,11,0.5,0,7.03000021,0.370000005,0,0.388999999,0,0,0.239915997,861.3214111,s
8,369,5000,35,1,0,51,0,0.25,19.51000023,0.540000022,0.375,0.125,0,0,0.077473998,31.4976387,a
480,882,7500,90,1,0,205,0,0.333000004,2.75,0.209999993,0.944000006,2.555999994,0,0,0.051484998,258.4979248,a
98,49,187,16,1,0,569,0.055555556,0,8.729999542,0.340000004,0,1.055999994,0.111000001,0,0.152430996,371.2341919,a
1700,1600,3500,58,1,1,639,0.055555556,0.222000003,0.649999976,0.029999999,0,0,0,0,0.175684005,31.66373444,a
3,1500,5500,57,1,0,0,0,0,0,0,0,0,0,0,1,0,i
30,73,403,119,1,0,140,0.222222224,0,5.099999905,0,0,0.444000006,0,0,0.104005002,379.7774048,a
40,1100,3800,0,1,0,24,0.555555582,0.277999997,1.559999943,0.109999999,0.277999997,0.166999996,0,0,0.298725992,424.1954651,s
0,744,3300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
153,1200,1600,0,1,0,14,0.444444448,0.111000001,4.570000172,0.419999987,0,0,0,0,0.189541996,284.0996399,a
180,173,181,0,1,0,0,1,0,2.950000048,0.159999996,0,0,0,0,1,42.95691299,a
1,85,132,0,1,0,0,1,0,40,1.179999948,0,0,0,0,0,0,i
31,163,767,0,1,0,0,1,0.444000006,10.35999966,0.370000005,0,0,0,0,1,414.5342407,a
1000,205,876,46,1,0,0,1,0.111000001,2.089999914,0.050000001,0,0,0,0,1,48.02555466,a
0,65,243,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
247,871,5500,0,1,0,79,0.055555556,0.611000001,2.839999914,0.079999998,0.944000006,0.056000002,0,0,0.031146999,96.71601868,a
10,177,467,150,1,0,64,0,0.100000002,4.96999979,0.230000004,0.899999976,1.100000024,0,0,0.139842004,2181.045898,a
0,4,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
102,63,134,0,1,0,43,0.111111112,0.166999996,14.89999962,4.059999943,0.222000003,1.110999942,0.166999996,0,0.037746001,1187.628906,a
467,4000,3700,143,1,0,113,0.111111112,0,1.710000038,0.07,1,1.222000003,0,0.166999996,0.031098001,100.6335678,a
343,555,1300,128,1,0,9,0.611111105,0,4.019999981,0.079999998,0,0,0,0,0.360938996,334.4657898,s
80,273,1200,0,1,0,3,0.777777791,0.056000002,6,0.140000001,0,0,0,0,0.594771028,41.87515259,a
37,781,2700,0,1,0,43,0.555555582,0.056000002,2.900000095,0.129999995,0.056000002,0.111000001,0.166999996,0,0.309222996,909.2453613,s
13,37,159,19,1,0,550,0,0,14.76000023,0.620000005,0,0.153999999,0.462000012,0,0.182197005,52.30478668,s
36,991,1400,21,1,0,34,0.166666672,0.222000003,3.769999981,0.209999993,0,0.444000006,0,0,0.023864999,628.935669,a
24,31,95,0,1,0,0,1,0,11.64999962,0.899999976,0,0,0,0,1,1.200832963,s
5,399,3700,0,0,0,36,0.800000012,0.200000003,5.260000229,0.5,0,2.400000095,0,0,0.600000024,153.3487244,s
7,111,143,0,1,0,62,0.142857149,0,10.55000019,1.159999967,0,0,0,0.143000007,0.012842001,2942.981934,i
153,735,2800,0,1,0,120,0,0,3.210000038,0.310000002,0.222000003,0.056000002,0,0,0.072772004,289.4464722,a
0,496,646,13,1,0,0,0,0,0,0,0,0,0,0,1,0,i
50,263,237,0,1,0,70,0.166666672,0.555999994,5.639999867,0.460000008,0,1.110999942,0,0,0.029583,363.1409302,a
8,93,219,0,1,0,17,0.25,0.125,6.590000153,0,0,0,0,0,0.035714001,1285.121216,i
65,270,752,0,1,0,15,0.444444448,0.111000001,4.360000134,0.059999999,0,0,0,0,0.183007002,156.7284699,a
8,132,872,0,1,0,15,0.375,0.125,24.43000031,0.469999999,0.375,0,0,0,0.116071001,266.1377869,i
14,418,1900,135,1,0,184,0,1,17.34000015,0.819999993,0.856999993,2.357000113,0,0,0.095568001,363.283905,a
56,1600,7500,0,1,0,4,0.888888896,0.666999996,0.889999986,0,0,0,0,0,0.784313977,66.9185791,a
27,106,229,21,1,0,97,0.222222224,0.056000002,201.1000061,0.629999995,0.166999996,2.778000116,0,1.332999945,0.053495999,1104.575562,s
9,363,1700,20,1,0,9,0.666666687,0.444000006,7.650000095,0.280000001,0,0,0,0,0.430555999,72.09728241,s
38,474,3700,0,1,0,18,0.166666672,0.056000002,12.61999989,0.639999986,0.222000003,0.056000002,0,0,0.030059001,97.25520325,a
60,113,183,0,1,0,0,1,0.166999996,5.010000229,0.289999992,0,0,0,0,1,149.3021393,a
10,2200,7000,89,1,0,104,0.100000002,0,12.42000008,1.129999995,0,3.099999905,0,6.400000095,0.073467001,2286.497803,s
8,150,97,0,1,0,7,0.625,0.125,6.25,0.079999998,0,0,0,0,0.357143015,6.144270897,s
74,197,1500,114,1,0,187,0,0.056000002,14.38000011,0.079999998,0,1.055999994,0.444000006,0,0.232856005,1114.529053,s
0,39,61,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
437,196,1500,97,1,1,43,0.333333343,0.222000003,27.29999924,0.370000005,0,0.056000002,0,0.333000004,0.111037001,2.888627052,s
103,652,2700,84,1,0,52,0.055555556,0.056000002,2.299999952,0,0.056000002,0.111000001,0,0,0.049867,55.81777954,a
41,318,2000,0,1,0,19,0.5,0.555999994,4.159999847,0.100000002,0.111000001,0,0,0,0.241295993,1298.760864,s
47,334,1500,169,1,0,310,0,0.056000002,5.340000153,0.200000003,0.222000003,0.722000003,0,0,0.127850995,265.0867615,a
279,524,533,21,1,0,542,0.055555556,0.166999996,1.210000038,0.200000003,0.111000001,0,0,0,0.067028001,44.96299362,a
48,184,281,0,1,0,1,0.944444418,0,2.660000086,1.179999948,0,0,0,0,0.888889015,355.7247009,a
7,192,383,0,1,0,34,0.285714299,0.713999987,5.949999809,1.120000005,0.143000007,0,0,0,0.047619,987.1539917,i
0,147,1500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
33,250,1000,0,1,0,18,0.388888896,0.444000006,4.53000021,0.109999999,0,0.111000001,0,0,0.100936003,577.8840332,a
26,166,1900,85,1,1,18,0.277777791,0.277999997,17.29999924,0.670000017,0,0,0,0,0.045334999,52.76433563,a
1200,1900,2400,12,1,0,198,0,0.277999997,3.039999962,0.460000008,0.111000001,0,0,0,0.042137999,186.6450195,a
0,416,1200,35,1,1,0,0,0,0,0,0,0,0,0,1,0,i
50,791,2500,0,1,0,19,0.5,0,5.739999771,0.150000006,0.056000002,0,0,0,0.236184001,200.5214844,s
14,634,579,0,1,0,7,0.928571403,0,44.20000076,1.139999986,0.143000007,0,0,0,0.857142985,119.9334106,s
96,1500,7000,0,1,0,16,0.611111105,0.277999997,2.359999895,0.079999998,0,0,0,0,0.361110985,242.1132202,s
24,73,174,21,1,0,135,0.277777791,0,11.5699997,0.680000007,0.056000002,0.111000001,0.666999996,0.111000001,0.075561002,34.7328682,s
31,386,4000,156,1,0,383,0,0.222000003,19.05999947,0.5,0,1.055999994,0,0,0.70469898,21.28091049,s
5,17,105,0,1,0,54,0,0,4.710000038,0,0,0,0,0,0.036189999,58.39550018,i
530,1700,7400,0,1,0,41,0.055555556,0.333000004,2.380000114,0.140000001,0,0.277999997,0,0,0.004259,332.4021912,a
43,79,649,158,1,1,436,0.166666672,0,24.88999939,0.349999994,1,0.833000004,0,0,0.236787006,28.1091671,s
0,13,53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
2,250,321,0,1,0,21,0,0.5,10.19999981,0.400000006,0.5,0,0,0,0,169.0700073,i
24,321,1200,10,1,0,89,0.111111112,0.111000001,17.57999992,0.970000029,0.056000002,0.5,0,0,0.106206998,1647.618164,a
31,225,321,42,1,0,135,0.111111112,0.222000003,18,0.419999987,0,0,0,0,0.024313999,779.7724609,a
